1;3;1
4;274;1
578;502;1
94;359;1
64;5;1
423;376;1
469;9;1
158;492;1
308;58;1
526;387;1
130;410;1
321;384;1
230;2;1
290;58;1
252;63;1
470;348;1
11;73;1
16;54;1
16;5;1
417;11;1
207;64;1
304;274;1
414;422;1
524;196;1
2;1;1
55;283;1
360;501;1
133;141;1
64;314;1
148;85;1
252;2;1
127;214;1
54;557;1
394;126;1
226;210;1
410;251;1
203;453;1
270;266;1
407;438;1
173;223;1
198;134;1
526;511;1
402;387;1
195;119;1
85;78;1
261;11;1
94;70;1
276;335;1
220;149;1
71;81;1
532;252;1
180;235;1
526;398;1
26;316;1
1;48;1
282;289;1
242;301;1
313;456;1
42;26;1
160;222;1
261;285;1
408;535;1
564;33;1
11;23;1
376;164;1
297;377;1
564;570;1
320;344;1
269;5;1
579;204;1
226;179;1
484;417;1
2;164;1
282;259;1
461;571;1
453;383;1
64;314;1
188;191;1
320;314;1
241;211;1
5;51;1
94;220;1
259;401;1
26;203;1
183;380;1
9;352;1
391;398;1
314;438;1
258;23;1
234;157;1
1;2;1
376;417;1
82;283;1
266;329;1
157;504;1
54;289;1
105;255;1
300;285;1
137;195;1
430;203;1
5;199;1
161;157;1
508;533;1
269;290;1
517;519;1
283;48;1
1;63;1
551;550;1
196;269;1
463;461;1
101;102;1
219;134;1
415;430;1
585;241;1
204;189;1
266;1;1
484;380;1
203;101;1
57;19;1
241;203;1
42;36;1
347;363;1
383;453;1
141;158;1
35;89;1
110;324;1
377;262;1
195;289;1
64;446;1
141;26;1
64;11;1
94;219;1
476;539;1
104;571;1
214;98;1
35;42;1
535;35;1
86;226;1
219;86;1
307;277;1
550;570;1
363;418;1
33;298;1
126;445;1
407;196;1
226;168;1
82;127;1
204;66;1
304;547;1
258;384;1
161;158;1
410;479;1
504;563;1
214;211;1
252;5;1
323;4;1
410;160;1
129;35;1
142;127;1
535;532;1
219;157;1
95;97;1
219;203;1
94;35;1
252;1;1
204;210;1
58;51;1
16;66;1
345;157;1
168;51;1
476;102;1
78;64;1
329;51;1
501;517;1
16;1;1
516;526;1
376;4;1
134;40;1
66;277;1
586;57;1
563;74;1
1;136;1
2;129;1
4;74;1
16;516;1
255;35;1
78;16;1
418;73;1
26;286;1
329;94;1
573;597;1
203;175;1
282;300;1
582;505;1
519;141;1
11;4;1
446;383;1
50;94;1
320;23;1
386;379;1
175;214;1
274;9;1
17;151;1
198;167;1
532;539;1
269;23;1
113;595;1
335;329;1
64;17;1
137;509;1
380;391;1
379;422;1
441;464;1
547;274;1
523;24;1
51;504;1
314;81;1
101;516;1
532;380;1
581;595;1
352;105;1
102;220;1
110;33;1
234;285;1
441;505;1
35;4;1
192;127;1
276;495;1
70;8;1
16;81;1
293;289;1
259;314;1
136;151;1
448;573;1
226;425;1
12;432;1
2;19;1
66;439;1
36;516;1
255;316;1
5;524;1
126;189;1
145;411;1
43;35;1
85;27;1
414;448;1
160;508;1
94;223;1
130;448;1
524;23;1
105;182;1
261;129;1
535;105;1
5;79;1
237;145;1
516;207;1
195;160;1
502;2;1
329;391;1
509;8;1
1;564;1
66;88;1
195;245;1
110;81;1
532;505;1
564;64;1
542;597;1
40;164;1
23;24;1
355;449;1
70;1;1
58;158;1
354;292;1
70;210;1
261;511;1
2;9;1
195;198;1
395;332;1
269;331;1
227;43;1
401;26;1
70;94;1
258;290;1
377;316;1
16;35;1
297;359;1
219;453;1
456;526;1
78;79;1
16;126;1
505;127;1
63;78;1
313;40;1
211;78;1
261;129;1
578;145;1
594;43;1
469;442;1
252;259;1
469;473;1
2;321;1
422;157;1
82;332;1
433;24;1
32;251;1
17;16;1
11;1;1
35;285;1
126;196;1
504;536;1
158;63;1
112;547;1
348;161;1
366;316;1
86;74;1
595;32;1
47;172;1
4;23;1
1;73;1
149;392;1
391;574;1
383;254;1
383;133;1
141;266;1
63;501;1
32;126;1
63;519;1
313;9;1
415;283;1
570;261;1
532;300;1
1;377;1
119;19;1
563;95;1
485;71;1
305;48;1
438;491;1
133;32;1
323;354;1
198;273;1
511;152;1
86;175;1
255;273;1
238;369;1
289;292;1
283;300;1
79;203;1
377;133;1
267;423;1
502;501;1
206;222;1
9;461;1
24;301;1
32;536;1
519;126;1
196;195;1
141;550;1
189;470;1
16;269;1
241;119;1
344;347;1
252;328;1
289;352;1
384;137;1
523;571;1
578;585;1
314;266;1
19;5;1
472;157;1
469;407;1
134;387;1
33;17;1
57;120;1
255;313;1
484;532;1
54;51;1
347;73;1
16;78;1
9;258;1
301;323;1
189;258;1
320;377;1
130;157;1
380;379;1
335;304;1
85;589;1
230;214;1
51;161;1
305;149;1
12;11;1
520;571;1
126;151;1
429;391;1
314;283;1
203;438;1
347;344;1
78;172;1
317;314;1
8;79;1
581;417;1
445;85;1
254;262;1
136;26;1
438;501;1
392;386;1
394;449;1
26;158;1
227;445;1
141;16;1
71;133;1
134;237;1
407;297;1
258;73;1
336;101;1
362;120;1
19;519;1
320;352;1
110;16;1
547;523;1
82;79;1
266;394;1
567;219;1
254;129;1
97;453;1
67;258;1
335;339;1
23;54;1
360;321;1
469;104;1
24;141;1
251;511;1
134;9;1
582;570;1
407;289;1
127;134;1
47;141;1
2;12;1
16;1;1
160;11;1
50;54;1
126;251;1
585;277;1
554;57;1
267;160;1
517;2;1
219;366;1
586;207;1
48;40;1
445;547;1
