1	   0	1,1	1,1
1	   1	1,11	1,1,11
1	   1	1,136	1,1,136
1	   1	1,141	1,1,141
1	   1	1,2	1,1,2
1	   1	1,252	1,1,252
1	   1	1,255	1,1,255
1	   1	1,266	1,1,266
1	   1	1,377	1,1,377
1	   1	1,439	1,1,439
1	   1	1,453	1,1,453
1	   1	1,48	1,1,48
1	   1	1,564	1,1,564
1	   1	1,609	1,1,609
1	   1	1,63	1,1,63
1	   1	1,66	1,1,66
1	   1	1,70	1,1,70
1	   1	1,73	1,1,73
1	   1	1,813	1,1,813
1	   1	11,4	11,4
1	   1	141,16	141,16
1	   1	63,501	63,501
1	   2	1,102	1,377,102
1	   2	1,105	1,255,105
1	   2	1,110	1,16,110
1	   2	1,12	1,11,12
1	   2	1,126	1,16,126
1	   2	1,129	1,2,129
1	   2	1,133	1,136,133
1	   2	1,142	1,4,142
1	   2	1,144	1,266,144
1	   2	1,151	1,136,151
1	   2	1,158	1,141,158
1	   2	1,160	1,11,160
1	   2	1,164	1,2,164
1	   2	1,17	1,16,17
1	   2	1,183	535,35,183
1	   2	1,189	188,698,189
1	   2	1,19	1,2,19
1	   2	1,195	1,609,195
1	   2	1,20	1,16,20
1	   2	1,203	1,453,203
1	   2	1,204	1,66,204
1	   2	1,210	1,66,210
1	   2	1,219	1,453,219
1	   2	1,23	1,11,23
1	   2	1,230	1,2,230
1	   2	1,24	1,141,24
1	   2	1,254	261,129,254
1	   2	1,258	1,73,258
1	   2	1,259	1,252,259
1	   2	1,26	1,136,26
1	   2	1,261	1,11,261
1	   2	1,262	1,377,262
1	   2	1,269	1,16,269
1	   2	1,270	1,266,270
1	   2	1,273	1,255,273
1	   2	1,274	1,4,274
1	   2	1,277	1,66,277
1	   2	1,283	1,48,283
1	   2	1,285	535,35,285
1	   2	1,297	1,377,297
1	   2	1,305	1,48,305
1	   2	1,313	1,255,313
1	   2	1,314	1,266,314
1	   2	1,316	1,255,316
1	   2	1,317	64,314,317
1	   2	1,32	1,136,32
1	   2	1,320	1,377,320
1	   2	1,321	1,2,321
1	   2	1,323	1,4,323
1	   2	1,328	1,252,328
1	   2	1,329	1,266,329
1	   2	1,33	1,564,33
1	   2	1,347	1,73,347
1	   2	1,35	1,16,35
1	   2	1,360	1,501,360
1	   2	1,376	1,4,376
1	   2	1,380	261,129,380
1	   2	1,383	1,453,383
1	   2	1,394	1,141,394
1	   2	1,40	1,48,40
1	   2	1,417	1,11,417
1	   2	1,418	1,73,418
1	   2	1,42	535,35,42
1	   2	1,43	535,35,43
1	   2	1,438	1,501,438
1	   2	1,442	1,813,442
1	   2	1,449	1,73,449
1	   2	1,469	1,377,469
1	   2	1,47	1,141,47
1	   2	1,472	1,813,472
1	   2	1,477	1,439,477
1	   2	1,5	1,16,5
1	   2	1,502	1,2,502
1	   2	1,508	1,439,508
1	   2	1,516	1,16,516
1	   2	1,517	1,2,517
1	   2	1,519	1,141,519
1	   2	1,526	1,2,526
1	   2	1,527	64,314,527
1	   2	1,532	1,252,532
1	   2	1,536	1,2,536
1	   2	1,54	1,16,54
1	   2	1,547	1,16,547
1	   2	1,550	1,141,550
1	   2	1,570	1,564,570
1	   2	1,598	1,813,598
1	   2	1,604	1,4,604
1	   2	1,626	1,2,626
1	   2	1,629	1,4,629
1	   2	1,636	261,129,636
1	   2	1,64	1,11,64
1	   2	1,644	1,16,644
1	   2	1,648	1,141,648
1	   2	1,652	1,266,652
1	   2	1,660	1,136,660
1	   2	1,664	1,2,664
1	   2	1,688	1,501,688
1	   2	1,695	1,70,695
1	   2	1,710	1,63,710
1	   2	1,730	261,129,730
1	   2	1,74	1,4,74
1	   2	1,751	1,2,751
1	   2	1,752	1,377,752
1	   2	1,758	1,16,758
1	   2	1,762	1,4,762
1	   2	1,766	1,16,766
1	   2	1,767	1,377,767
1	   2	1,78	1,16,78
1	   2	1,782	1,4,782
1	   2	1,783	64,314,783
1	   2	1,8	1,11,8
1	   2	1,801	1,48,801
1	   2	1,81	1,16,81
1	   2	1,816	945,976,816
1	   2	1,831	1,4,831
1	   2	1,835	1,266,835
1	   2	1,838	1,266,838
1	   2	1,844	1,501,844
1	   2	1,851	1,609,851
1	   2	1,859	1,609,859
1	   2	1,876	1,4,876
1	   2	1,88	1,66,88
1	   2	1,89	535,35,89
1	   2	1,891	1,439,891
1	   2	1,892	1,252,892
1	   2	1,9	1,2,9
1	   2	1,910	1,141,910
1	   2	1,923	1,255,923
1	   2	1,938	1,813,938
1	   2	1,94	1,4,94
1	   2	1,954	908,969,954
1	   2	1,961	1,813,961
1	   2	1,97	1,453,97
1	   2	1,988	1,70,988
1	   2	1,991	945,976,991
1	   3	1,101	1,16,516,101
1	   3	1,104	1,377,469,104
1	   3	1,112	1,16,110,112
1	   3	1,117	1,377,102,117
1	   3	1,119	1,2,19,119
1	   3	1,120	1,255,105,120
1	   3	1,127	1,4,142,127
1	   3	1,134	1,11,8,134
1	   3	1,137	1,16,126,137
1	   3	1,145	1,16,644,145
1	   3	1,148	1,255,273,148
1	   3	1,149	1,48,305,149
1	   3	1,157	1,16,126,157
1	   3	1,161	1,141,158,161
1	   3	1,172	1,141,47,172
1	   3	1,175	1,453,203,175
1	   3	1,182	1,255,105,182
1	   3	1,192	261,129,636,192
1	   3	1,196	1,11,8,196
1	   3	1,198	1,255,273,198
1	   3	1,199	1,16,5,199
1	   3	1,207	1,11,64,207
1	   3	1,211	1,16,78,211
1	   3	1,214	1,2,230,214
1	   3	1,220	1,377,102,220
1	   3	1,222	1,11,160,222
1	   3	1,223	1,4,94,223
1	   3	1,226	1,66,210,226
1	   3	1,227	535,35,43,227
1	   3	1,234	1,4,782,234
1	   3	1,237	1,2,19,237
1	   3	1,241	1,453,203,241
1	   3	1,245	1,609,195,245
1	   3	1,251	1,136,32,251
1	   3	1,267	1,11,160,267
1	   3	1,27	1,266,835,27
1	   3	1,276	1,136,660,276
1	   3	1,282	1,252,259,282
1	   3	1,286	1,136,26,286
1	   3	1,289	1,16,54,289
1	   3	1,290	1,16,269,290
1	   3	1,298	1,564,33,298
1	   3	1,300	1,252,532,300
1	   3	1,301	1,141,24,301
1	   3	1,304	1,16,547,304
1	   3	1,307	1,66,277,307
1	   3	1,324	1,141,24,324
1	   3	1,331	1,16,269,331
1	   3	1,335	1,266,329,335
1	   3	1,344	1,377,320,344
1	   3	1,351	1,11,8,351
1	   3	1,352	1,2,9,352
1	   3	1,354	1,4,323,354
1	   3	1,355	1,2,321,355
1	   3	1,359	1,377,297,359
1	   3	1,36	1,16,516,36
1	   3	1,363	1,73,347,363
1	   3	1,366	1,16,547,366
1	   3	1,369	535,35,89,369
1	   3	1,379	1,136,133,379
1	   3	1,384	1,2,321,384
1	   3	1,387	1,2,526,387
1	   3	1,39	1,16,20,39
1	   3	1,391	1,266,329,391
1	   3	1,398	1,2,526,398
1	   3	1,401	1,136,26,401
1	   3	1,402	1,266,144,402
1	   3	1,407	1,377,297,407
1	   3	1,410	1,11,160,410
1	   3	1,414	1,11,417,414
1	   3	1,415	1,48,283,415
1	   3	1,422	1,16,766,422
1	   3	1,423	1,4,376,423
1	   3	1,430	1,453,203,430
1	   3	1,432	1,11,12,432
1	   3	1,433	1,141,24,433
1	   3	1,441	1,377,752,441
1	   3	1,445	1,16,126,445
1	   3	1,446	1,11,64,446
1	   3	1,448	188,698,189,448
1	   3	1,456	1,2,526,456
1	   3	1,461	1,2,9,461
1	   3	1,470	188,698,189,470
1	   3	1,473	1,377,469,473
1	   3	1,476	1,377,102,476
1	   3	1,479	1,136,151,479
1	   3	1,484	1,11,417,484
1	   3	1,491	1,501,438,491
1	   3	1,492	1,141,158,492
1	   3	1,50	1,16,54,50
1	   3	1,504	1,2,536,504
1	   3	1,505	1,252,532,505
1	   3	1,509	1,11,8,509
1	   3	1,51	1,16,20,51
1	   3	1,511	1,11,261,511
1	   3	1,512	1,4,762,512
1	   3	1,523	1,141,24,523
1	   3	1,524	1,11,23,524
1	   3	1,533	1,4,376,533
1	   3	1,535	1,16,35,535
1	   3	1,539	1,2,626,539
1	   3	1,540	261,129,636,540
1	   3	1,55	1,48,283,55
1	   3	1,551	1,141,550,551
1	   3	1,554	1,16,54,554
1	   3	1,555	908,969,954,555
1	   3	1,557	1,16,54,557
1	   3	1,563	1,2,751,563
1	   3	1,567	1,453,219,567
1	   3	1,57	1,16,17,57
1	   3	1,571	1,16,516,571
1	   3	1,578	1,141,24,578
1	   3	1,579	1,4,629,579
1	   3	1,58	1,11,64,58
1	   3	1,581	1,11,417,581
1	   3	1,582	1,16,78,582
1	   3	1,585	1,66,277,585
1	   3	1,594	535,35,43,594
1	   3	1,595	1,136,32,595
1	   3	1,601	1,439,508,601
1	   3	1,602	1,564,570,602
1	   3	1,605	1,136,32,605
1	   3	1,612	1,266,838,612
1	   3	1,616	1,16,54,616
1	   3	1,627	1,136,32,627
1	   3	1,630	1,16,20,630
1	   3	1,633	1,136,133,633
1	   3	1,634	1,2,502,634
1	   3	1,637	1,48,40,637
1	   3	1,641	1,16,516,641
1	   3	1,642	1,4,142,642
1	   3	1,657	1,136,660,657
1	   3	1,661	535,35,42,661
1	   3	1,67	1,73,258,67
1	   3	1,672	1,453,203,672
1	   3	1,673	1,377,752,673
1	   3	1,675	1,136,26,675
1	   3	1,679	1,16,126,679
1	   3	1,689	1,255,105,689
1	   3	1,691	1,4,74,691
1	   3	1,696	1,70,695,696
1	   3	1,703	1,266,144,703
1	   3	1,71	1,136,133,71
1	   3	1,714	1,66,88,714
1	   3	1,719	1,501,688,719
1	   3	1,720	1,255,105,720
1	   3	1,722	1,11,417,722
1	   3	1,729	1,813,598,729
1	   3	1,741	535,35,183,741
1	   3	1,754	1,141,519,754
1	   3	1,755	1,377,752,755
1	   3	1,759	1,16,758,759
1	   3	1,761	1,2,526,761
1	   3	1,769	1,501,360,769
1	   3	1,770	1,2,502,770
1	   3	1,773	1,11,23,773
1	   3	1,774	1,11,8,774
1	   3	1,776	535,35,183,776
1	   3	1,777	1,266,838,777
1	   3	1,785	64,314,783,785
1	   3	1,789	1,377,320,789
1	   3	1,79	1,11,8,79
1	   3	1,792	261,129,636,792
1	   3	1,797	1,16,516,797
1	   3	1,798	1,377,767,798
1	   3	1,800	1,252,532,800
1	   3	1,807	1,439,891,807
1	   3	1,814	1,2,9,814
1	   3	1,82	1,48,283,82
1	   3	1,820	1,73,258,820
1	   3	1,828	1,4,831,828
1	   3	1,832	1,4,831,832
1	   3	1,848	1,266,270,848
1	   3	1,85	1,16,78,85
1	   3	1,86	1,4,74,86
1	   3	1,862	1,266,838,862
1	   3	1,863	1,16,110,863
1	   3	1,879	1,813,938,879
1	   3	1,880	1,16,644,880
1	   3	1,883	1,813,938,883
1	   3	1,884	1,66,277,884
1	   3	1,887	1,16,758,887
1	   3	1,894	1,141,394,894
1	   3	1,895	1,2,751,895
1	   3	1,898	1,16,758,898
1	   3	1,907	1,252,532,907
1	   3	1,908	1,377,469,908
1	   3	1,914	535,35,42,914
1	   3	1,917	1,136,32,917
1	   3	1,922	1,141,394,922
1	   3	1,926	1,2,536,926
1	   3	1,930	1,48,305,930
1	   3	1,939	945,976,816,939
1	   3	1,945	1,439,891,945
1	   3	1,946	1,377,320,946
1	   3	1,948	1,73,347,948
1	   3	1,95	1,453,97,95
1	   3	1,953	1,16,78,953
1	   3	1,957	64,314,783,957
1	   3	1,963	1,453,383,963
1	   3	1,985	1,813,938,985
1	   3	1,987	1,141,648,987
1	   3	1,994	945,976,991,994
1	   4	1,113	1,136,32,595,113
1	   4	1,116	1,48,283,55,116
1	   4	1,130	1,11,160,410,130
1	   4	1,152	1,11,261,511,152
1	   4	1,167	1,255,273,198,167
1	   4	1,168	1,16,20,51,168
1	   4	1,173	1,141,394,894,173
1	   4	1,179	1,66,210,226,179
1	   4	1,188	1,439,508,601,188
1	   4	1,206	1,11,160,222,206
1	   4	1,213	1,266,838,612,213
1	   4	1,238	535,35,89,369,238
1	   4	1,242	1,136,133,71,242
1	   4	1,292	1,16,54,289,292
1	   4	1,293	1,16,54,289,293
1	   4	1,3	1,3
1	   4	1,308	1,11,64,58,308
1	   4	1,332	1,266,838,777,332
1	   4	1,336	1,16,516,101,336
1	   4	1,338	1,4,74,86,338
1	   4	1,339	1,266,329,335,339
1	   4	1,345	1,16,126,157,345
1	   4	1,348	1,136,26,286,348
1	   4	1,362	1,255,105,120,362
1	   4	1,386	1,136,133,379,386
1	   4	1,392	1,48,305,149,392
1	   4	1,399	1,11,23,773,399
1	   4	1,408	1,16,35,535,408
1	   4	1,411	1,16,644,145,411
1	   4	1,425	1,66,210,226,425
1	   4	1,426	1,16,516,36,426
1	   4	1,429	1,11,417,484,429
1	   4	1,460	1,501,438,491,460
1	   4	1,463	1,2,9,461,463
1	   4	1,464	1,11,8,79,464
1	   4	1,485	1,136,133,71,485
1	   4	1,495	1,136,660,276,495
1	   4	1,520	1,16,516,571,520
1	   4	1,542	1,564,570,602,542
1	   4	1,558	535,35,183,776,558
1	   4	1,566	1,136,133,71,566
1	   4	1,573	1,377,752,755,573
1	   4	1,574	1,266,329,391,574
1	   4	1,586	1,11,64,207,586
1	   4	1,588	535,35,183,776,588
1	   4	1,589	1,141,24,578,589
1	   4	1,597	535,35,43,594,597
1	   4	1,613	1,73,347,363,613
1	   4	1,617	1,141,24,578,617
1	   4	1,619	1,2,536,504,619
1	   4	1,645	1,377,297,407,645
1	   4	1,649	1,48,305,149,649
1	   4	1,658	1,136,32,917,658
1	   4	1,665	1,16,20,39,665
1	   4	1,682	1,16,126,679,682
1	   4	1,692	1,11,64,207,692
1	   4	1,704	1,70,695,696,704
1	   4	1,713	1,136,151,479,713
1	   4	1,726	1,16,5,199,726
1	   4	1,735	1,11,417,722,735
1	   4	1,737	1,4,142,642,737
1	   4	1,805	1,16,17,57,805
1	   4	1,808	1,11,23,773,808
1	   4	1,823	1,2,536,504,823
1	   4	1,839	1,377,320,344,839
1	   4	1,847	1,16,78,953,847
1	   4	1,855	1,4,323,354,855
1	   4	1,860	1,136,32,595,860
1	   4	1,866	1,16,269,331,866
1	   4	1,867	1,16,35,535,867
1	   4	1,869	1,16,54,289,869
1	   4	1,877	1,16,516,797,877
1	   4	1,886	945,976,991,994,886
1	   4	1,899	1,11,23,773,899
1	   4	1,901	1,255,273,198,901
1	   4	1,911	1,136,32,627,911
1	   4	1,915	1,377,752,673,915
1	   4	1,918	1,266,838,862,918
1	   4	1,925	1,136,32,917,925
1	   4	1,933	64,314,783,957,933
1	   4	1,941	1,141,519,754,941
1	   4	1,942	1,16,35,535,942
1	   4	1,956	1,141,394,894,956
1	   4	1,960	261,129,636,792,960
1	   4	1,969	1,377,469,908,969
1	   4	1,970	1,141,648,987,970
1	   4	1,972	1,11,417,722,972
