1;3;1
4;274;1
578;502;1
94;359;1
532;800;1
64;5;1
423;376;1
376;938;1
973;814;1
469;9;1
158;492;1
308;58;1
526;387;1
954;969;1
774;8;1
130;410;1
321;384;1
230;2;1
290;58;1
252;63;1
898;508;1
470;348;1
11;73;1
16;54;1
16;5;1
74;691;1
751;273;1
417;11;1
207;64;1
304;274;1
414;422;1
524;196;1
752;148;1
2;1;1
55;283;1
360;501;1
629;579;1
133;141;1
64;314;1
661;36;1
660;276;1
504;823;1
148;85;1
252;2;1
532;698;1
539;626;1
797;752;1
127;214;1
297;800;1
54;557;1
394;126;1
226;210;1
410;251;1
203;453;1
270;266;1
407;438;1
173;223;1
198;134;1
251;672;1
526;511;1
402;387;1
195;609;1
195;119;1
85;78;1
261;11;1
94;70;1
254;729;1
276;335;1
723;692;1
220;149;1
801;609;1
71;81;1
908;969;1
331;866;1
601;245;1
314;783;1
532;252;1
332;777;1
70;695;1
180;235;1
761;751;1
526;398;1
953;78;1
26;316;1
1;48;1
282;289;1
953;142;1
116;735;1
242;301;1
313;456;1
835;27;1
876;251;1
42;26;1
160;222;1
261;285;1
408;535;1
446;789;1
564;33;1
644;880;1
770;942;1
11;23;1
376;164;1
297;377;1
564;570;1
783;957;1
320;344;1
269;5;1
579;204;1
961;813;1
226;179;1
876;4;1
714;839;1
484;417;1
605;32;1
2;164;1
766;331;1
282;259;1
461;571;1
32;695;1
453;383;1
994;991;1
64;314;1
206;737;1
188;191;1
320;314;1
241;211;1
5;51;1
94;220;1
664;501;1
259;401;1
26;203;1
182;619;1
891;770;1
183;380;1
9;352;1
914;726;1
391;398;1
314;438;1
258;23;1
234;157;1
1;2;1
376;417;1
82;283;1
266;329;1
157;504;1
54;289;1
105;255;1
526;761;1
782;234;1
300;285;1
456;710;1
137;195;1
430;203;1
703;144;1
5;199;1
814;946;1
661;127;1
161;157;1
508;533;1
269;290;1
517;519;1
283;48;1
807;50;1
1;63;1
551;550;1
196;269;1
463;461;1
704;696;1
908;798;1
101;102;1
219;134;1
963;85;1
633;276;1
57;805;1
415;430;1
585;241;1
204;189;1
266;1;1
598;813;1
504;619;1
892;648;1
484;380;1
762;512;1
636;127;1
203;101;1
57;19;1
859;828;1
851;609;1
644;17;1
241;203;1
42;36;1
347;363;1
862;918;1
711;213;1
4;766;1
383;453;1
141;158;1
35;89;1
110;324;1
377;262;1
627;636;1
783;782;1
820;324;1
957;839;1
195;289;1
64;446;1
213;612;1
759;571;1
141;26;1
64;11;1
94;219;1
476;539;1
104;571;1
214;98;1
407;695;1
35;42;1
535;35;1
86;226;1
816;976;1
785;729;1
219;86;1
307;277;1
523;939;1
536;926;1
673;915;1
550;570;1
39;665;1
363;418;1
782;63;1
33;298;1
126;445;1
570;602;1
407;196;1
226;168;1
82;127;1
204;66;1
879;938;1
331;766;1
304;547;1
636;192;1
258;384;1
161;158;1
523;641;1
410;479;1
504;563;1
214;211;1
634;945;1
792;960;1
252;5;1
323;4;1
410;160;1
129;35;1
142;127;1
629;754;1
535;532;1
219;157;1
689;105;1
88;612;1
95;97;1
219;203;1
94;35;1
252;1;1
204;210;1
58;51;1
16;66;1
345;157;1
320;813;1
820;657;1
168;51;1
476;102;1
540;636;1
78;64;1
417;722;1
329;51;1
386;907;1
682;679;1
501;517;1
16;1;1
145;644;1
751;2;1
516;526;1
594;726;1
376;4;1
134;40;1
66;277;1
616;351;1
586;57;1
563;74;1
1;136;1
801;917;1
2;129;1
4;74;1
761;535;1
438;630;1
627;911;1
16;516;1
255;35;1
78;16;1
418;73;1
26;286;1
613;363;1
660;136;1
329;94;1
573;597;1
203;175;1
408;907;1
985;563;1
658;917;1
282;300;1
838;862;1
751;766;1
582;505;1
469;908;1
679;126;1
64;751;1
519;141;1
11;4;1
446;383;1
519;754;1
658;723;1
945;898;1
891;894;1
884;277;1
50;94;1
320;23;1
595;860;1
386;379;1
601;188;1
42;761;1
175;214;1
923;255;1
274;9;1
17;151;1
198;167;1
141;648;1
532;539;1
269;23;1
113;595;1
335;329;1
844;9;1
64;17;1
137;509;1
629;4;1
769;505;1
380;391;1
379;422;1
751;8;1
441;464;1
149;649;1
547;274;1
523;24;1
758;887;1
891;422;1
588;776;1
51;504;1
790;852;1
616;85;1
314;81;1
101;516;1
532;380;1
792;601;1
657;547;1
581;595;1
352;105;1
102;220;1
110;33;1
977;869;1
234;285;1
953;847;1
441;505;1
35;4;1
938;883;1
192;127;1
161;629;1
276;495;1
70;8;1
16;81;1
293;289;1
941;206;1
259;314;1
5;633;1
752;755;1
136;151;1
789;320;1
448;573;1
199;726;1
820;258;1
226;425;1
189;698;1
12;432;1
2;19;1
847;800;1
66;439;1
642;953;1
36;516;1
829;392;1
616;204;1
612;838;1
956;894;1
255;316;1
987;970;1
729;823;1
5;524;1
883;696;1
491;855;1
367;852;1
713;479;1
126;189;1
145;411;1
43;35;1
85;27;1
414;448;1
160;508;1
94;223;1
130;448;1
665;877;1
626;675;1
524;23;1
105;182;1
394;894;1
261;129;1
891;945;1
270;848;1
535;105;1
751;516;1
5;79;1
237;145;1
516;207;1
195;160;1
616;86;1
502;2;1
329;391;1
828;831;1
509;8;1
1;564;1
407;720;1
839;344;1
66;88;1
148;991;1
195;245;1
609;859;1
110;81;1
644;16;1
777;262;1
532;505;1
564;64;1
542;597;1
675;26;1
40;164;1
